situation,domain,emotions,negative_thought,distortions,prefix,input_text,target_text
"A doctor I work with feels I am ""too proud"" and independent in my work. He dislikes my personality, and that's ok--we don't have to be buddies. But he has taken to telling each new group of residents that there is no point discussing anything with me because I am overbearing. He tells them they should just avoid discussion and agree with me. ",Work,"Frustration, Hurt, ","If I need to speak to one of the residents about a patient having problems, I can see them bracing themselves as I approach or rolling their eyes even though we may have never yet spoken to each other!","Jumping to Conclusions (Mind Reading), ",cbt,"A doctor I work with feels I am ""too proud"" and independent in my work. He dislikes my personality, and that's ok--we don't have to be buddies. But he has taken to telling each new group of residents that there is no point discussing anything with me because I am overbearing. He tells them they should just avoid discussion and agree with me.  If I need to speak to one of the residents about a patient having problems, I can see them bracing themselves as I approach or rolling their eyes even though we may have never yet spoken to each other!",That is a figment of your imagination. You must avoid these negative thoughts and act with your patient as you always have done. As soon as they get to know you they will react positively to you and show their gratitude.
"A doctor I work with feels I am ""too proud"" and independent in my work. He dislikes my personality, and that's ok--we don't have to be buddies. But he has taken to telling each new group of residents that there is no point discussing anything with me because I am overbearing. He tells them they should just avoid discussion and agree with me. ",Work,"Frustration, Hurt, ","I am viewed as a competent and compassionate doctor by families and co-workers, but this treatment is distracting and disheartening. It is making it difficult to provide safe care, to the point that I have considered leaving my practice.","All-or-Nothing Thinking, Magnification, ",cbt,"A doctor I work with feels I am ""too proud"" and independent in my work. He dislikes my personality, and that's ok--we don't have to be buddies. But he has taken to telling each new group of residents that there is no point discussing anything with me because I am overbearing. He tells them they should just avoid discussion and agree with me.  I am viewed as a competent and compassionate doctor by families and co-workers, but this treatment is distracting and disheartening. It is making it difficult to provide safe care, to the point that I have considered leaving my practice.","There will be assholes in all workplaces, I have to focus on what people I interact with think of me, not others."
"A doctor I work with feels I am ""too proud"" and independent in my work. He dislikes my personality, and that's ok--we don't have to be buddies. But he has taken to telling each new group of residents that there is no point discussing anything with me because I am overbearing. He tells them they should just avoid discussion and agree with me. ",Work,"Frustration, Hurt, ","I am viewed as a competent and compassionate doctor by families and co-workers, but this treatment is distracting and disheartening. It is making it difficult to provide safe care, to the point that I have considered leaving my practice.","All-or-Nothing Thinking, Magnification, ",cbt,"A doctor I work with feels I am ""too proud"" and independent in my work. He dislikes my personality, and that's ok--we don't have to be buddies. But he has taken to telling each new group of residents that there is no point discussing anything with me because I am overbearing. He tells them they should just avoid discussion and agree with me.  I am viewed as a competent and compassionate doctor by families and co-workers, but this treatment is distracting and disheartening. It is making it difficult to provide safe care, to the point that I have considered leaving my practice.",Don't let it bring you down. Stand up to the bullying.
When I try to talk to my husband about problems in our relationship he won't respond.,Romantic,"Rejection, Hurt, ",My husband doesn't respond to me when I tell him he's not attentive enough. He must not really love me. I'm just asking for a simple thing and he doesn't even try.,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,When I try to talk to my husband about problems in our relationship he won't respond. My husband doesn't respond to me when I tell him he's not attentive enough. He must not really love me. I'm just asking for a simple thing and he doesn't even try.,Maybe he have hard time outside of our relationship? 
When I try to talk to my husband about problems in our relationship he won't respond.,Romantic,"Rejection, Hurt, ",My husband doesn't respond to me when I tell him he's not attentive enough. He must not really love me. I'm just asking for a simple thing and he doesn't even try.,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,When I try to talk to my husband about problems in our relationship he won't respond. My husband doesn't respond to me when I tell him he's not attentive enough. He must not really love me. I'm just asking for a simple thing and he doesn't even try.,"It is possible that a husband has problems he cannot cope with on his own, and he is ashamed to tell his wife about them, because we live in a culture where a man is told not to express his emotions, not to cry. It is also possible that he is stressed by talking about their problems in the relationship, because he is afraid of quarrels. Of course, the wife should quietly try to talk to him, say that it is necessary for further functioning in the relationship. In my experience, my dad doesn't want to talk to my mom about problems either because he is tired of how mom gets nervous during such a conversation and accuses my dad of various things without looking at his good sides.

"
When I try to talk to my husband about problems in our relationship he won't respond.,Romantic,"Rejection, Hurt, ",I told him that if he doesn't care about me then he can just do whatever he wants and we'll just be roommates--he's probably having an affair anyway. But he just acts as if nothing is wrong.,"All-or-Nothing Thinking, Magnification, ",cbt,When I try to talk to my husband about problems in our relationship he won't respond. I told him that if he doesn't care about me then he can just do whatever he wants and we'll just be roommates--he's probably having an affair anyway. But he just acts as if nothing is wrong.,By threatening like that i only making that situation worse. I should give him some time to rethink this.
When I try to talk to my husband about problems in our relationship he won't respond.,Romantic,"Rejection, Hurt, ",I told him that if he doesn't care about me then he can just do whatever he wants and we'll just be roommates--he's probably having an affair anyway. But he just acts as if nothing is wrong.,"All-or-Nothing Thinking, Magnification, ",cbt,When I try to talk to my husband about problems in our relationship he won't respond. I told him that if he doesn't care about me then he can just do whatever he wants and we'll just be roommates--he's probably having an affair anyway. But he just acts as if nothing is wrong.,"It is very bad to assume that someone is having an affair, because it is a very big accusation and can hurt another person. It is best not to say things under the influence of emotions.It is best to explain calmly what is in our hearts, or to offer marriage therapy. Every relationship has problems and this is normal. It is possible that the husband did not respond to the statement about being a co-roommate because he did not take it seriously, he probably thought that his wife only wanted to scare him.  Surely, people lose credibility when they say things that are not covered. I think that a husband certainly loves his wife, otherwise he would have agreed to the proposal to be a co-roommate.
"
"When I'm upset I say ""I'm fine"" instead of talking about the problem.",Friends,"Hurt, Fear, Anger, ","I don't want anyone to be angry with me so I avoid conflict by saying ""I'm fine."" Besides, shouldn't people who care about me know when something bothers me? I'm always attentive to their moods and try not to hurt them--they should do the same thing unless they really don't care about me. I say it in a way that clearly shows I'm not fine","Jumping to Conclusions (Mind Reading), Emotional Reasoning, Should Statements, Personalization and Blaming, ",cbt,"When I'm upset I say ""I'm fine"" instead of talking about the problem. I don't want anyone to be angry with me so I avoid conflict by saying ""I'm fine."" Besides, shouldn't people who care about me know when something bothers me? I'm always attentive to their moods and try not to hurt them--they should do the same thing unless they really don't care about me. I say it in a way that clearly shows I'm not fine","
I think you should talk about your problems with your friends because they may not know what makes you angry or sad."
"When I'm upset I say ""I'm fine"" instead of talking about the problem.",Friends,"Hurt, Fear, Anger, ","I don't want anyone to be angry with me so I avoid conflict by saying ""I'm fine."" Besides, shouldn't people who care about me know when something bothers me? I'm always attentive to their moods and try not to hurt them--they should do the same thing unless they really don't care about me. I say it in a way that clearly shows I'm not fine","Jumping to Conclusions (Mind Reading), Emotional Reasoning, Should Statements, Personalization and Blaming, ",cbt,"When I'm upset I say ""I'm fine"" instead of talking about the problem. I don't want anyone to be angry with me so I avoid conflict by saying ""I'm fine."" Besides, shouldn't people who care about me know when something bothers me? I'm always attentive to their moods and try not to hurt them--they should do the same thing unless they really don't care about me. I say it in a way that clearly shows I'm not fine","I think the best thing is to have a nice and civilized conversation without anyone being angry, because to ask this question you are obviously really interested in yourself and you do not have to make different scenarios with your mind just to sit and talk with him to inform him of what is happening."
Lying in bed thinking about not being able to sleep.,Work,"Worried, Distressed, Agitated, ",I need to sleep. I've got a lot of things to do tomorrow including my presentation and I'm not going to function well if I don't sleep.,"Jumping to Conclusions (Fortune Teller Error), ",cbt,Lying in bed thinking about not being able to sleep. I need to sleep. I've got a lot of things to do tomorrow including my presentation and I'm not going to function well if I don't sleep.,You have done the work to prepare for the presentation very well. You will do well even with little sleep. Sleep is not the only factor that determines your success for tomorrow presentation. 
Lying in bed thinking about not being able to sleep.,Work,"Worried, Distressed, Agitated, ",I need to sleep. I've got a lot of things to do tomorrow including my presentation and I'm not going to function well if I don't sleep.,"Jumping to Conclusions (Fortune Teller Error), ",cbt,Lying in bed thinking about not being able to sleep. I need to sleep. I've got a lot of things to do tomorrow including my presentation and I'm not going to function well if I don't sleep.,"im frustrated, ill try to calm my mind by breathing deeply and not focusing on unwanted thoughts "
Lying in bed thinking about not being able to sleep.,Work,"Worried, Distressed, Agitated, ",People will think I'm incompetent. If I don't start getting better sleep I might even lose my job. I am such an unlucky person that this happens right before an important meeting.,"All-or-Nothing Thinking, Jumping to Conclusions (Mind Reading), Magnification, Labeling, ",cbt,Lying in bed thinking about not being able to sleep. People will think I'm incompetent. If I don't start getting better sleep I might even lose my job. I am such an unlucky person that this happens right before an important meeting.,It is not true that people think you're incomplete. Also a good sleep is not a major factor to determine whether you lose your job or not. It is normal to feel nervous before a big meeting and it happens to almost everyone. 
Lying in bed thinking about not being able to sleep.,Work,"Worried, Distressed, Agitated, ",People will think I'm incompetent. If I don't start getting better sleep I might even lose my job. I am such an unlucky person that this happens right before an important meeting.,"All-or-Nothing Thinking, Jumping to Conclusions (Mind Reading), Magnification, Labeling, ",cbt,Lying in bed thinking about not being able to sleep. People will think I'm incompetent. If I don't start getting better sleep I might even lose my job. I am such an unlucky person that this happens right before an important meeting.,"im going to mess up tommorow if i dont sleep properly i hope im not up all night, maybe i can put things off tommorow if i dont feel great."
"Suffering from...(pain, anxiety, depression, trauma, loss)",Health,"Tormented, Miserable, Helpless, ",I can't stand this! I'll never be able to survive this.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,"Suffering from...(pain, anxiety, depression, trauma, loss) I can't stand this! I'll never be able to survive this.",You can do anything you set your mind to. God never gives us more then we can handle.
"Suffering from...(pain, anxiety, depression, trauma, loss)",Health,"Tormented, Miserable, Helpless, ",I can't stand this! I'll never be able to survive this.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,"Suffering from...(pain, anxiety, depression, trauma, loss) I can't stand this! I'll never be able to survive this.","Seeking for help is not akin to admitting defeat, it is the start to the path to victory."
"Suffering from...(pain, anxiety, depression, trauma, loss)",Health,"Tormented, Miserable, Helpless, ",It is so unfair. Other people don't suffer as much as I do. Bad things always happen to me--I guess I'm just unlucky.,"Overgeneralization, Labeling, Personalization and Blaming, ",cbt,"Suffering from...(pain, anxiety, depression, trauma, loss) It is so unfair. Other people don't suffer as much as I do. Bad things always happen to me--I guess I'm just unlucky.","You are not unlucky a lot of goods things have happened in your life,and they will again. You just need to be more positive. Slow down and appreciate the little things in life."
"Suffering from...(pain, anxiety, depression, trauma, loss)",Health,"Tormented, Miserable, Helpless, ",It is so unfair. Other people don't suffer as much as I do. Bad things always happen to me--I guess I'm just unlucky.,"Overgeneralization, Labeling, Personalization and Blaming, ",cbt,"Suffering from...(pain, anxiety, depression, trauma, loss) It is so unfair. Other people don't suffer as much as I do. Bad things always happen to me--I guess I'm just unlucky.","It's easy to judge a person's well being from what they're letting people see, but you can't really know what cards life has dealt them, focus on yours and stop comparing yourself to others."
Sitting at home alone and binging on junk food.,Friends,"Miserable, Rejected, Inadequate, ",All my friends are doing something else. They don't really care about me or they would have invited me. I'm probably just boring and they don't want to be around me. I'm such a loser! What does it matter if I eat junk food? ,"Jumping to Conclusions (Mind Reading), Labeling, Personalization and Blaming, ",cbt,Sitting at home alone and binging on junk food. All my friends are doing something else. They don't really care about me or they would have invited me. I'm probably just boring and they don't want to be around me. I'm such a loser! What does it matter if I eat junk food? ,"My friends might be out without me but that's fine, I don't like going really anyway and it doesn't mean they don't like me. Maybe I'll go out with them next time when I'm feeling a bit better. I probably shouldn't be eating this... I think I'll have a look at some diet tips online."
Sitting at home alone and binging on junk food.,Friends,"Miserable, Rejected, Inadequate, ",All my friends are doing something else. They don't really care about me or they would have invited me. I'm probably just boring and they don't want to be around me. I'm such a loser! What does it matter if I eat junk food? ,"Jumping to Conclusions (Mind Reading), Labeling, Personalization and Blaming, ",cbt,Sitting at home alone and binging on junk food. All my friends are doing something else. They don't really care about me or they would have invited me. I'm probably just boring and they don't want to be around me. I'm such a loser! What does it matter if I eat junk food? ,All my friends are so busy.They do not think about me or my existence.May be I am not so successful and funny for them.I am not lucky.What happens if I eat some junk food?
Getting angry when customer questions items included on a bill. ,Work,"Rage, Disgust, ",I'm tired of people trying to cheat me when I've done work for them! I'm going to tear the work right out!,"Overgeneralization, Jumping to Conclusions (Mind Reading), Magnification, Personalization and Blaming, ",cbt,Getting angry when customer questions items included on a bill.  I'm tired of people trying to cheat me when I've done work for them! I'm going to tear the work right out!,I must talk with the people who are cheating on me when I'm doing work for them. Maybe we will make a consensus.
Getting angry when customer questions items included on a bill. ,Work,"Rage, Disgust, ",I'm tired of people trying to cheat me when I've done work for them! I'm going to tear the work right out!,"Overgeneralization, Jumping to Conclusions (Mind Reading), Magnification, Personalization and Blaming, ",cbt,Getting angry when customer questions items included on a bill.  I'm tired of people trying to cheat me when I've done work for them! I'm going to tear the work right out!,"I think that this person is loyal, honest and hard-wroking because this thought included getting mad at somebody who tried to cheat on the person B so the person B doesn't like scammers and I think that the behaviour and thoughts are totally justified"
A co-worker acts like she dislikes me--she doesn't seem very friendly towards me.,Work,"Confused, Resentful, ",What's wrong with me that she doesn't like me? I'm a nice person and didn't do anything to her. I've tried everything--I don't know what else to do. ,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,A co-worker acts like she dislikes me--she doesn't seem very friendly towards me. What's wrong with me that she doesn't like me? I'm a nice person and didn't do anything to her. I've tried everything--I don't know what else to do. ,"Maybe I should ask her what's the deal, just talk to her seriously or I should let it go because I'm not the problem."
A co-worker acts like she dislikes me--she doesn't seem very friendly towards me.,Work,"Confused, Resentful, ",What's wrong with me that she doesn't like me? I'm a nice person and didn't do anything to her. I've tried everything--I don't know what else to do. ,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,A co-worker acts like she dislikes me--she doesn't seem very friendly towards me. What's wrong with me that she doesn't like me? I'm a nice person and didn't do anything to her. I've tried everything--I don't know what else to do. ,"You can't 'make' people like you, others are in charge of their own decisions. How can you be so sure she doesn't like you? Why is it so important that this person likes you anyway? If there are others who do like you, concentrate on them if it is so important to you. Think about what it is about you that THEY like. I'll guess there have been others in the past who haven't liked you at first, but some have changed their mind over time as they get to know you. Maybe it will happen in this case. Maybe it won't. Ask yourself why you have a need for this particular person to like you, and is it rational to think like that?"
A co-worker acts like she dislikes me--she doesn't seem very friendly towards me.,Work,"Confused, Resentful, ",What if I can't make her like me? It is so unfair. Who does she think she is to treat me like this? What a snob.,"Magnification, Labeling, ",cbt,A co-worker acts like she dislikes me--she doesn't seem very friendly towards me. What if I can't make her like me? It is so unfair. Who does she think she is to treat me like this? What a snob.,Again I just talk to her if it won't help I should avoid this personDe
A co-worker acts like she dislikes me--she doesn't seem very friendly towards me.,Work,"Confused, Resentful, ",What if I can't make her like me? It is so unfair. Who does she think she is to treat me like this? What a snob.,"Magnification, Labeling, ",cbt,A co-worker acts like she dislikes me--she doesn't seem very friendly towards me. What if I can't make her like me? It is so unfair. Who does she think she is to treat me like this? What a snob.,"It's impossible for one person to objectively influence another's thoughts, so you can't 'make' someone like you. If you are confident in yourself that you are a good and likeable person, accept that the fault lies in others if they genuinely dislike you. In the normal course of things people you work with will come round to having an acceptance of you and fondness will grow from that. If that doesn't happen with this one person, it's not a calamity, and maybe you should consider the issues your colleague has that are causing this attitude."
Starting a new job and I want the respect of my co-workers.,Work,"Resentment, Hostility, ","Every place I work it is always the same. I work hard and contribute more to the company I work for than anyone else. Yet, at every job I've had the other employees don't respond to my requests and then laugh at me behind my back. My bosses never recognize my accomplishments.","Overgeneralization, Mental Filter, Jumping to Conclusions (Mind Reading), ",cbt,"Starting a new job and I want the respect of my co-workers. Every place I work it is always the same. I work hard and contribute more to the company I work for than anyone else. Yet, at every job I've had the other employees don't respond to my requests and then laugh at me behind my back. My bosses never recognize my accomplishments.","Don't think about everyone the same, I'm sure there are a lot of good bosses around the world. Try to focus on the good moments of your work. People tend to say a lot about bad things but stay silent when the good situations happen."
Starting a new job and I want the respect of my co-workers.,Work,"Resentment, Hostility, ","Every place I work it is always the same. I work hard and contribute more to the company I work for than anyone else. Yet, at every job I've had the other employees don't respond to my requests and then laugh at me behind my back. My bosses never recognize my accomplishments.","Overgeneralization, Mental Filter, Jumping to Conclusions (Mind Reading), ",cbt,"Starting a new job and I want the respect of my co-workers. Every place I work it is always the same. I work hard and contribute more to the company I work for than anyone else. Yet, at every job I've had the other employees don't respond to my requests and then laugh at me behind my back. My bosses never recognize my accomplishments.","You could ask your coworkers for a sit down to discuss how you are feeling and to find out why they are laughing behind your back. If it is not about you then you'll know the answer. IF it is then you should be assertive and express how it makes you feel and ask them to stop. If they do not then you can go to HR for workplace harassment or the respectable workplace policy. As for the boss, you need to reach out to the boss and ask why they have not recognized any of your accomplishments and then highlight your top ones to show them what the situation was and what you did that benefited the company.  At the end of the day you need to go on a fact-finding mission and if the other person is not receptive and will not correct their behaviour then it's time to move onto a different company."
Starting a new job and I want the respect of my co-workers.,Work,"Resentment, Hostility, ",They should show me respect because I have more talent than all of them put together. I will make their lives miserable until they show me the proper respect! ,"Magnification, Should Statements, Personalization and Blaming, ",cbt,Starting a new job and I want the respect of my co-workers. They should show me respect because I have more talent than all of them put together. I will make their lives miserable until they show me the proper respect! ,"It's clear everyone should show respect to each other. If someone is rude to you, don't do the same, show them you are a better person than them."
Starting a new job and I want the respect of my co-workers.,Work,"Resentment, Hostility, ",They should show me respect because I have more talent than all of them put together. I will make their lives miserable until they show me the proper respect! ,"Magnification, Should Statements, Personalization and Blaming, ",cbt,Starting a new job and I want the respect of my co-workers. They should show me respect because I have more talent than all of them put together. I will make their lives miserable until they show me the proper respect! ,"Acting on revenge will never get you anywhere and in fact, will cause more resentment. This is where you need to take an emotional intelligence course to recognize how you're feeling and use tools to change your thought process. You need to be professional when speaking to coworkers. At the end of the day if they will not change their behaviour, then you document and escalate it and take it further to the employment standards of your governing body. But it might be best to leave if management does not help you."
I said something wrong at a social event. ,Social,"Embarrassed, Anxious, ",I feel like a failure. I worry that people will judge me.,"Jumping to Conclusions (Mind Reading), Magnification, Labeling, ",cbt,I said something wrong at a social event.  I feel like a failure. I worry that people will judge me.,"All of the thoughts in your head are your own thoughts, they are not the thoughts of the people you believe to be judging you - even IF they are thinking about you. Its important to understand what you mean by ""people"" as well. If it refers to random people in the street then how many people do you walk past on a daily basis who you dont remember? If people refers to friends and family then they should be supportive."
I said something wrong at a social event. ,Social,"Embarrassed, Anxious, ",I feel like a failure. I worry that people will judge me.,"Jumping to Conclusions (Mind Reading), Magnification, Labeling, ",cbt,I said something wrong at a social event.  I feel like a failure. I worry that people will judge me.,"First of all, everybody, absolutely everybody makes mistakes sometime. That´s precisely what makes us what we are, human. Second of all, I don´t really care that much what others think of me if I´m certain I know myself. I mean, they don´t know me! How could they make an accurate assumption of me if they don´t know me at all?"
I said something wrong at a social event. ,Social,"Embarrassed, Anxious, ","I hate that I feel this way, and that I’m always making dumb mistakes.","Overgeneralization, Emotional Reasoning, Labeling, ",cbt,"I said something wrong at a social event.  I hate that I feel this way, and that I’m always making dumb mistakes.","Hating that you are feeling a certain way is the first step to feeling positive about yourself, its good that you understand how you feel now is not sustainable to happiness. As for making dumb mistakes, thats a fallacy. A mistake is simply an action you took which at the time you believed to be the correct one, so its not a dumb mistake but simply a lesson learned."
I said something wrong at a social event. ,Social,"Embarrassed, Anxious, ","I hate that I feel this way, and that I’m always making dumb mistakes.","Overgeneralization, Emotional Reasoning, Labeling, ",cbt,"I said something wrong at a social event.  I hate that I feel this way, and that I’m always making dumb mistakes.","I´m glad I can identify the mistake I made, that way I can rationalize about it and logically analize what went wrong from my part and ended up in what I did. I learned from the experience, and I can overcome it now."
I made a mistake at work.,Work,"Anxious, ",I feel like a failure.,"Emotional Reasoning, Labeling, ",cbt,I made a mistake at work. I feel like a failure.,"It's not true that i am a failure becuase it is referred only to this situation, in other situations i am not a failure but i can much better than other people"
I made a mistake at work.,Work,"Anxious, ",I feel like a failure.,"Emotional Reasoning, Labeling, ",cbt,I made a mistake at work. I feel like a failure.,"""I feel like a failure' maybe it's another bad situation at work and this person thinks that he or she is a failure"
I made a mistake at work.,Work,"Anxious, ","If people knew the real me, they wouldn't like me.","Jumping to Conclusions (Mind Reading), Labeling, ",cbt,"I made a mistake at work. If people knew the real me, they wouldn't like me.",It's not true because i can't know for sure what is going on in the minds of others unless i ask them what they think about me. It also doesn't matter what people think about because i only know myself and i only know what i can do good and bad.
I made a mistake at work.,Work,"Anxious, ","If people knew the real me, they wouldn't like me.","Jumping to Conclusions (Mind Reading), Labeling, ",cbt,"I made a mistake at work. If people knew the real me, they wouldn't like me.",This thought perhaps relates to a situation when a person describes herself/himself while having a depression or something like that
"Out shopping, met and old school friend. He said he'd heard I've been ill.",Social,"Embarrassed, Anxious, ",They are going to ask me awkward questions and I won't know what to say - they'll think I'm a complete idiot.,"Jumping to Conclusions (Mind Reading), Labeling, ",cbt,"Out shopping, met and old school friend. He said he'd heard I've been ill. They are going to ask me awkward questions and I won't know what to say - they'll think I'm a complete idiot.",I am worried they are going ask me any kind of questions.I  am a little bit  confused what to say.I do not want to look like an idiot.
"Out shopping, met and old school friend. He said he'd heard I've been ill.",Social,"Embarrassed, Anxious, ",They are going to ask me awkward questions and I won't know what to say - they'll think I'm a complete idiot.,"Jumping to Conclusions (Mind Reading), Labeling, ",cbt,"Out shopping, met and old school friend. He said he'd heard I've been ill. They are going to ask me awkward questions and I won't know what to say - they'll think I'm a complete idiot.","First I will greet him friendly and not embarrassed and I will ask him exactly  what he has learned about my health, and once I know what exactly he knows I will inform him because it is not something terrible when you share a health problem with an acquaintance or your friend"
"Out shopping, met and old school friend. He said he'd heard I've been ill.",Social,"Embarrassed, Anxious, ","They'll tell everyone how stupid I am. This is terrible, I can't cope.","Jumping to Conclusions (Fortune Teller Error), Magnification, Labeling, ",cbt,"Out shopping, met and old school friend. He said he'd heard I've been ill. They'll tell everyone how stupid I am. This is terrible, I can't cope.",They will tell I am no good.This is unpleasant  situation.I worry how I feel.
"Out shopping, met and old school friend. He said he'd heard I've been ill.",Social,"Embarrassed, Anxious, ","They'll tell everyone how stupid I am. This is terrible, I can't cope.","Jumping to Conclusions (Fortune Teller Error), Magnification, Labeling, ",cbt,"Out shopping, met and old school friend. He said he'd heard I've been ill. They'll tell everyone how stupid I am. This is terrible, I can't cope.","Ιt is not bad to inform someone and he can not say anything bad without knowing for sure, so I will not feel embarrassed or stupid on the other hand I will feel very good and I will speak clearly to him to know the real causes."
I went back to bed. I haven't done anything this morning,Health,"Depressed, ",There is no point to doing anything. I'm so lazy and useless. I can't even get dressed!,"Magnification, Emotional Reasoning, Labeling, ",cbt,I went back to bed. I haven't done anything this morning There is no point to doing anything. I'm so lazy and useless. I can't even get dressed!,"Sometimes there are days when I am not able to do anything, being lazy doesn't help me, it feels useless. "
A van pushed in front of me on the way to the supermarket.,Social,"Angry, ",The careless bastard! He did that on purpose.,"Jumping to Conclusions (Mind Reading), Labeling, Personalization and Blaming, ",cbt,A van pushed in front of me on the way to the supermarket. The careless bastard! He did that on purpose.,He could have cause an accident.
A van pushed in front of me on the way to the supermarket.,Social,"Angry, ",The careless bastard! He did that on purpose.,"Jumping to Conclusions (Mind Reading), Labeling, Personalization and Blaming, ",cbt,A van pushed in front of me on the way to the supermarket. The careless bastard! He did that on purpose.,More likely he didn't see you and wasn't paying attention.
Jason receives a negative evaluation at work.,Work,"Depressed, Nervous, ",I can't do anything right. I bet I will get fired because of this!,"All-or-Nothing Thinking, Overgeneralization, Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,Jason receives a negative evaluation at work. I can't do anything right. I bet I will get fired because of this!,"Of course you can do something right, did you have to apply for this job and ace an interview or two whilst having a solid work history to impress your new employers? yes i thought so. You are just finding it a little difficult with some new tasks, everyone had a first day at this job and you will learn and become more comfortable before you know it. Worrying you will get fired is meaningless, its out of your control if you do or dont at the end of the day. "
Jason receives a negative evaluation at work.,Work,"Depressed, Nervous, ",I can't do anything right. I bet I will get fired because of this!,"All-or-Nothing Thinking, Overgeneralization, Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,Jason receives a negative evaluation at work. I can't do anything right. I bet I will get fired because of this!,I have to be more focused and improve my skills.
Shirley has an argument with a close friend.,Friends,"Angry, ",We always argue! Why can't she ever see my side? This is so unfair.,"Overgeneralization, Magnification, Personalization and Blaming, ",cbt,Shirley has an argument with a close friend. We always argue! Why can't she ever see my side? This is so unfair.,"Although we argue, it's not all the time. I am trying to see your side. I will try harder.  WIll you try to see my side more as well? Let's try to explain our thoughts and feelings behind this argument to each other. I understand that it feels unfair, so let's work to make if feel differently. Are you wanting to try all of this together with me? "
Shirley has an argument with a close friend.,Friends,"Angry, ",We always argue! Why can't she ever see my side? This is so unfair.,"Overgeneralization, Magnification, Personalization and Blaming, ",cbt,Shirley has an argument with a close friend. We always argue! Why can't she ever see my side? This is so unfair.,"People often argue with each other.  I know from experience that the closer I am to someone, the more often we quarrel, but we always talk to each other afterwards. It is possible that Shirley was unclear about what she meant and her friend didn't understand her. She should calm down and talk to her friend about it. "
I was cut by another driver and had to quickly hit my brakes.,Social,"Angry, ",What a jerk! They don't care about anyone but themselves. I could've crashed.,"Jumping to Conclusions (Mind Reading), Labeling, Personalization and Blaming, ",cbt,I was cut by another driver and had to quickly hit my brakes. What a jerk! They don't care about anyone but themselves. I could've crashed.,"I would get mad if someone isn't watching the road properly and causes danger, but on other half I don't know what that person is going throught. Maybe the other driver is driving his wife to hospital or something. We shouldn't really judge someone if we don't know him. But my first impulse could be the same as above."
I was cut by another driver and had to quickly hit my brakes.,Social,"Angry, ",What a jerk! They don't care about anyone but themselves. I could've crashed.,"Jumping to Conclusions (Mind Reading), Labeling, Personalization and Blaming, ",cbt,I was cut by another driver and had to quickly hit my brakes. What a jerk! They don't care about anyone but themselves. I could've crashed.,Maybe he is having a bad day and he was lost in thought and didn't notice.
Travis notices his wife hasn't helped around the house for a week.,Romantic,"Angry, Sad, ",Does she even care? She knows I'll clean up so she abuses my kindness!,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,Travis notices his wife hasn't helped around the house for a week. Does she even care? She knows I'll clean up so she abuses my kindness!,Try and look at the other ways in which she supports you. Perhaps she is bringing value to the relationship in other ways.
Travis notices his wife hasn't helped around the house for a week.,Romantic,"Angry, Sad, ",Does she even care? She knows I'll clean up so she abuses my kindness!,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,Travis notices his wife hasn't helped around the house for a week. Does she even care? She knows I'll clean up so she abuses my kindness!,"""She is probably tired from work or she is just feeling down. Let me talk to her before jumping to conclusions"""
Travis notices his wife hasn't helped around the house for a week.,Romantic,"Angry, Sad, ",Does she even care? She knows I'll clean up so she abuses my kindness!,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,Travis notices his wife hasn't helped around the house for a week. Does she even care? She knows I'll clean up so she abuses my kindness!,There may be many other reasons to consider. Maybe your partner has other worries or is depressed. Maybe she needs a little support or kindness. Maybe try this approach first . See if she is ok and if there is anything she is worried about . If she is happy then she is more likely to help and be more receptive to kindly asking if she would help a little more .Maybe you are so focussed on her shortcomings you forget your own!!
Regina is invited to a birthday party by an acquaintance.,Social,"Sad , Anxious, ",I won't know anyone at this party and I'll just seem out of place.,"Jumping to Conclusions (Fortune Teller Error), ",cbt,Regina is invited to a birthday party by an acquaintance. I won't know anyone at this party and I'll just seem out of place.,"Even if I won't know a lot of people at the party, I can meet new people."
Regina is invited to a birthday party by an acquaintance.,Social,"Sad , Anxious, ",I won't know anyone at this party and I'll just seem out of place.,"Jumping to Conclusions (Fortune Teller Error), ",cbt,Regina is invited to a birthday party by an acquaintance. I won't know anyone at this party and I'll just seem out of place.,"Parties are one of the few places where people feel comfortable meeting others and so even if you don't know anyone, chances are you'll end up meeting someone new. "
Regina is invited to a birthday party by an acquaintance.,Social,"Sad , Anxious, ",She probably invited me because she felt obligated.,"Disqualifying the Positive, Jumping to Conclusions (Mind Reading), ",cbt,Regina is invited to a birthday party by an acquaintance. She probably invited me because she felt obligated.,"She didn't have to invite me, if she did is because she really wanted me there."
